EarlyAccess;ReviewText;Review;ReviewLength;PlayHours;DatePosted
;Gold and below is a ♥♥♥♥♥♥♥ nightmare with how much spam there is, if you're bad at countering spam, don't play ranked, if you can beat spam and understand the game, you'll be top 100 in no time. Pretty good game though, I just would not touch ranked, even with a 25 ft pole.;Recommended;222;125.1;
;i ♥♥♥♥♥♥♥ hate katars;Recommended;18;356.8;
;Have stopped playing for 2 months and relies how much better I feel not playing this game.;Not Recommended;74;723.4;
;wdawds;Recommended;6;25.5;
;.;Recommended;1;5.2;
;best game;Recommended;8;46.6;
;;Recommended;0;26.6;
;it is good, however i got pummeled to death by a fish;Recommended;42;73.0;
;SO COOL SO AWESOME YIEPEPEEP;Recommended;24;11.1;
;Human's worst creation.;Not Recommended;21;862.1;
;while it is a good game it refuses to actually run on my steam deck which it advertises to work great on deck;Recommended;87;7.3;
;its a pretty good game if you're skilled.;Recommended;34;293.6;
;better if use controller;Recommended;21;28.6;
;its alright;Recommended;10;401.3;
;good :);Recommended;6;61.2;
;makes you rage;Not Recommended;12;9.3;
;ilove you;Recommended;8;262.3;
;Easy to learn, difficult to master. There's not a million preset combos and moves. It's up to the player to pick a Legend with weapons that compliment their attributes and find what works for you.;Recommended;162;50.9;
;Ranked be liketin-platbronze-goldsilver-havent made it out of bronze;Recommended;61;26.5;
;it ruined my life(it was fun for first 10 minutes);Recommended;41;20.8;
;"This game is like snorting cocaine with glass shards and rubbing alcohol mixed together.......let me explain. If you ever decide to really invest yourself into getting good at this game, you need 3 things, #1: strong emotional/anger management, #2: need to have some sort of neurological disorder like autism or ADHD, and #3: Time. explanation for #1: this games community is toxic and obnoxious to say the least, you'll start to get the most pissed off when you go against a mordex or teros main or god forbid a caspian main, ew. People in this game will do ANYTHING for a win, and for them that means, taunting to trigger, playing passive, sig spam, weapon starving, scythe, lance, greatsword, teros, i mean the list could go on. So to sum up the frustration part, you need to have an unshakable and unbreakable mental to do good against the scum of this community. I will note this for the lower playtime newer folk, (there IS a counter to everyone and every play style in this game) its not impossible, thats just the challenge of the game. explanation for #2: I say you need to have adhd or autism because it takes a special kind of brain to keep coming back to this game and to keep progressing your skill level through all the ♥♥♥♥♥♥♥♥ this game hands out. don't get me wrong the game is fun and addictive but its hard to get ♥♥♥♥ on so hard by someone and continue to cue into another match, especially if your playing ranked. to sum up this part, this game requires a LOT of patience and dedication if you wanna be plat or diamond. I will say, ive been playing this game for a little over a thousand hrs now and i can say that it feels really good to be good, you will reach a certain point when your start to notice your not getting rolled by sig spam and overly aggressive gold mordex mains, and even if you lose to those gold mordex mains it stops effecting you, and you just say gg wp and move on, and this is because you put your ego beside and are able to see why you lost and improve upon it instead of just getting mad that you lost. and to transition into #3: Time, time is honestly everything you need to get good at this game or anything for that matter, if you spend enough time on it you will surely ""get good"" eventually. This game is a try hard sweaty ♥♥♥♥ fest of fun and ball twisting torture. if your just getting into this game, (don't turn to the dark side, ever.) what is the dark side? all that ♥♥♥♥♥♥♥♥ i listed above that you'll be going against, thats the dark side, the side that feeds into the worst and most toxic parts of this community, playing into the dark side will take you far in lower ranks but as soon as you start going against high plat to diamond, you will get rolled 80% of the time. you can win games without playing scummy, i know i know, its hard to believe that playing honorably with sportsmenship and respect can win games but it can be done. so uhh, yeah over all 8/10 would play again.";Recommended;2389;792.4;
;eh, it's alright (been playing since 2016);Recommended;36;572.7;
;they removed el primo.;Not Recommended;19;1.9;
;smash;Recommended;5;19.0;
;ok;Recommended;2;8.6;
;WELCOME TO BRAWLHALLA! ONLINE! CUSTOM!;Recommended;34;17.9;
;genuinely awful, feels clunky as hell;Not Recommended;32;4.6;
;thats good;Recommended;9;390.4;
;♥♥♥♥♥♥♥ trash game dont play this game guys if you guys dont want to break your pc or laptop;Not Recommended;74;464.2;
;hell naw;Not Recommended;7;229.6;
;Entertaining, at least with friends. Public games are unbalanced, eather you play against god tier sweaty nerd or players who can't keep up with me and gets destroyed in few seconds. Only 1 in 5 games are fine to play. Botted/Cheater lobbies are common. New champs are spamable AF. Game sometimes does it own BS, maybe cuz I am keyboard enjoyer.;Not Recommended;285;88.4;
;tg;Recommended;2;397.5;
;best fighting game ever;Recommended;20;40.0;
;good game but stupid;Recommended;17;73.6;
;this game is the lobotomy of ♥♥♥♥♥♥♥ abyssal hell;Not Recommended;41;729.7;
;ngl this game is just goofy smash;Not Recommended;27;10.1;
;This game is great!!HALF MY RANKED GAMES R SPENT RECONNENCTIJNGN TO THE GODWSDNAMN SAEARVER;Not Recommended;78;154.9;
;boom;Recommended;4;25.2;
;Bonkers;Recommended;7;790.5;
;good game;Recommended;8;5.0;
;it sucks;Recommended;7;391.1;
;fun;Recommended;3;78.5;
;nice;Recommended;4;10.0;
;im kenny i approve this message;Recommended;26;944.1;
;Fist my friends? Don't have to ask me twice;Recommended;35;17.2;
;😜;Recommended;1;18.7;
;/;Recommended;1;49.2;
;Sh*t, What's wrong with the server, THE WORST GAME I've EVER PLAYED;Not Recommended;56;290.4;
;"FTP, earning ""legends"" takes *some* time (29 hours for me and just got my 2nd) though i could be slow earning. Lin Fei gang rise up.";Recommended;107;49.2;
;it will drain your soul;Not Recommended;19;89.6;
;This game is the worst game ive ever played in my entire life, worst balance changes ever, super raging and too much toxicity, no skill just spam. DO NOT DOWNLOAD THIS GAME YOU WILL WANT TO END YOURSELF;Not Recommended;165;265.7;
;Very fun and entertaining game to play!;Recommended;33;95.2;
;d;Recommended;1;68.2;
;bad game;Not Recommended;7;1.8;
;makes me wanna kms;Not Recommended;15;580.9;
;its aight;Recommended;8;12.1;
;boring tbh same s**t over and over;Not Recommended;28;0.3;
;Not enough sex;Not Recommended;12;10.3;
;yes;Recommended;3;25.0;
;The only game that I play that freezes every 30 seconds when I play other titles that would be far more straining on my pc. really fun when the game is stable though.;Not Recommended;134;775.6;
;just learn it and you will have fun;Recommended;28;101.2;
;kinda lost my sanity,pretty good so far;Recommended;33;51.6;
;goated game;Recommended;10;517.0;
;this game will tilt your mind;Recommended;24;1256.4;
;i wasted 931 hours;Not Recommended;15;1005.3;
;very initiative and breathtaking experience;Recommended;39;715.4;
;I would rather play poop game;Not Recommended;24;16.3;
;rayman is ass in a ubisoft game. 10/10;Recommended;31;16.2;
;pay to win;Not Recommended;8;256.8;
;monke;Recommended;5;23.3;
;I love the chaos of the game, at least in comparison to other fighting games. It feels more freeing, the fighting is fast while the rules are easy to follow. Great game all around.Also the character designs are elite, they need to make a TV Show or something...;Recommended;214;14.0;
;good;Recommended;4;16.6;
;Because;Recommended;7;10.7;
;This game's fundamentals are really good for the most part. I enjoy playing this game. HOWEVER, I am NOT recommending it for several reasons:1.) Over the years this game has existed, I believe that this game has experienced a lot of bloat, in my opinion over the years, it has accumulated way too many legends (fighters) that unless you play constantly, it's quite hard to keep up with what they do, let alone know how to fight against them. Same thing with maps, most maps are just the same thing (so it's harder to ban that thing if you don't like a certain style of stage). Now, some people might like this constant flow of new content, and it is pretty exciting when new stuff comes out, however, once you get used to it being there, it just makes things more confusing. I couldn't imagine getting into this game as a new player and playing Ranked.2.) This one is small, but IMO important. This game has horrible accessibility (and honestly settings in general). If you have eyesight problems, this is gonna be a tough game for you. Luckily, it's at least easy to modify map background (to either replace them or blur/darken them) but a player should not have to do that to see what's going on! And this doesn't solve the issue of the skins anyways, since some blend in so much, and if you have the same special color as your opponent? Good luck keeping track. Another great thing is that there are skins that totally change the animations and look of the legends, so if you didn't catch the tiny text at the start of the match which tells you what legend it actually is, have fun figuring out their moveset.3.) The netcode. This is just horrible, it's gotten a little better than it was years back, but it's still really really bad. Random teleportation, hits not counting, getting booted out of matches, completely losing connection to the server randomly.... If you get unlucky, say goodbye to your ELO/your fun match.4.) The toxicity. The game has emotes, which are fun, and can be really cute, however, it seems that this game somehow really breeds negativity and toxicity, because it seems 9/10 people I meet on this game are totally salty and toxic whether they win or lose! There used to be a chat, so the developers decided that the best way to fix the toxicity issue with chat is to just remove it. So on the special occasion you do actually meet someone cool and nice, you have to jump through 5 hoops to actually befriend them...And now, for some positives:While the game does have ingame spending, you aren't forced into it much, coins to buy legends/colors are pretty easy to come by, and you get a special currency for participating in ranked, which gives you access to exclusive colors, weapon skins, emotes etc., which is a really nice reward.The game's balance (apart from the bloat) feels pretty good to me as a layman (I have around ~1500elo = Gold 2 ish).The character variety might appeal to some people as there's a very wide range (greek-ish mythology-ish, some straight up crossovers, modern characters, all races and genders represented, and the playstyles can vary quite a bit too!).The gameplay itself is really fun too. Each weapon (including unarmed) has 7 standard moves and then 3 signature moves per character per weapon (except for unarmed, which is standard across legends). I personally really enjoy the addition of the throw mechanic, where you can throw your weapon/gadget at your opponent to do a bit of damage, knockback, and interrupt their attack, which feels really satisfying to pull off in combos.I also like how the game support couch co-op.There's also gigantic lobby possibilities, but honestly I don't know how fun that is with skilled players, as it's mostly a signature spamming fest. 2v2 is really fun though if you have a friend who you can play with.It's honestly a shame the game has so many problems that are so severe, since I feel like the potential is there for it to be truly great, but the company is driven by other incentives :/;Not Recommended;3294;366.1;
;punch;Recommended;5;7.8;
;gg;Recommended;2;180.0;
;the game is cool btw could be a smash free version but kinda needs some fixed also there are more glitches in this patch especially in the stages;Recommended;118;1026.6;
;awdsawdsawd;Recommended;11;9.2;
;no;Recommended;2;47.7;
;horrible unbalanced game, do yourself a favor reframe from installing this and install a game like multiversus instead;Not Recommended;101;279.3;
;fun and free and you can play with friends;Recommended;34;37.4;
;dont play;Not Recommended;8;391.6;
;10/10;Recommended;5;10.2;
;brawlhala made my life better and gave me a girlfriend over the age of 18;Recommended;59;32.8;
;Fire game but it makes me mad;Recommended;23;1195.6;
;god;Recommended;3;85.0;
;lo mejor;Recommended;7;430.9;
;Have broken many controllers;Not Recommended;25;132.6;
;good;Recommended;4;905.0;
;bra;Recommended;3;46.8;
;i've put 500 hours into the game and i can say with all honesty that this has to be the worst game ever sigs need a nerf because there should be no reason for you to spam sigs and not be penalized also this game has the worst community in existence i do not recommend this game to anyone who likes being happy and doesn't want to break their setup this game is ridiculous with the most toxic piece of garbage community and the devs are the worst PLZZZZ fix YOUR SIGS;Not Recommended;375;679.2;
;awesomeness;Recommended;11;5.4;
;Great game;Recommended;9;1126.0;
;great game to play with friends n to take ur mind off thing n to chill (unless ur playing ranked XD );Recommended;80;82.5;
;yes good game!;Recommended;12;3.4;
;Funny werewolf man with scythe 10/10 game 👍Also got told to kms :);Recommended;54;187.0;
;bao;Recommended;3;189.4;
;no;Not Recommended;2;338.9;
;A super competitive game for friends;Recommended;31;17.5;
;yes;Recommended;3;3.9;
;This trash game has been the worst experience ive ever had the displeasure of putting myself through all around this game is ass the weapons are ass the characters are ass the sigs are ass the ranking system is ass the whole game is just one big booty cheek i would never recommend this game to anyone unless you are geuinly into self torture and mutilation please never commit the unforgivable sin of installing this game;Not Recommended;347;374.3;
;its good;Recommended;7;10.8;
;ץ;Not Recommended;1;31.9;
;This game gave me cancer;Not Recommended;20;17.9;
;i guess;Recommended;6;152.6;
;fire;Recommended;4;230.6;
;gay;Recommended;3;10.2;
;Really fun;Recommended;9;58.3;
;I main Loki but I also use Lord Vraxx, Magyar, Tezca, Azoth, Ezio, and Seven. It's fun playing with them. Good run.;Recommended;94;172.5;
;If i win/lose a ranked game and regardless of what I did, I get Kors thumbs down'd on in the post game lobby, I am breaking my f*cking computer. I hate this entire community.;Recommended;141;134.9;
;This is the only game that lags on my computer, The community is horrible. They lie about not trying when you literally have to try your hardest in this game. atleast thats what every player does. horrendous matchmaking, why pair me up with someone that sucks but give me 2 tryhards to fight? Then when i go and try and play ranked 1v1 i need ''anti cheat'' yet when i go to the anticheat website it doesnt even let me download it.;Not Recommended;350;2411.2;
;smash but not only in nintendo. has my nostalgic freind alll the way back from the 360 days... Rayman!;Recommended;84;19.7;
;Master Chief;Recommended;11;5.5;
;♥♥♥♥ game toxic players i want to game end myself;Not Recommended;40;589.0;
;this game is like a love-hate relationship whenever playing ranked;Recommended;57;10.0;
;its fun, if u stay away from ranked.......;Recommended;35;456.6;
;Fun;Recommended;3;105.6;
;It has Star Wars.;Recommended;14;1.2;
;good game;Recommended;8;479.5;
;One word. Ubisoft.Many words.Incredibly unbalanced with poor design choices (Signature spamming is still one of the strongest play styles and there is nearly no counter other than just hoping or signature spamming back)3 Refunds. the entire lifetime of your account. You use them on something stupid? Too bad. You accidently mash your menu accept button just trying to get into a game fast and purchase something? Womp Womp. (That last one happened to me, ♥♥♥♥ you BMG)Incredibly overpriced items, 12 dollars for most crossover skins, and now they're charging upwards of 16 for them, with 6 dollar single weapon skins. BMG, it takes at most a week for you to make these cosmetics, don't overprice them like you spent years working on it.Fix your game BMG, although I doubt they even care about the community;Not Recommended;673;732.5;
;w rizz w gyatt game 10/10 would approve;Recommended;32;0.3;
;If you play this game daily you will lose your mentality, friends and family. I recommend not playing this more than a hour every day.;Not Recommended;110;835.7;
;relaxing no brainer game requiring fast finger work;Recommended;44;119.5;
;Solid F2P platform fighter;Recommended;23;358.8;
;guys you have to dawnloud this game;Recommended;29;10.1;
;repetitive and boring;Not Recommended;19;80.1;
;♥♥♥♥ game;Not Recommended;8;205.2;
;Easily the definitive platform fighter for PC, and the best one I've ever tried. Balanced on a fundamental level, fun characters, lots of game modes, and plenty of room for casual or competitive players.;Recommended;170;583.7;
;great game ! ø¥ø;Recommended;13;74.4;
;goated asf game better than smashing your bros gyats on god;Recommended;49;295.4;
;epec;Recommended;4;56.7;
;This game could be good but has no support for using a steam deck while docked. The solutions listed online are to turn off your controller and then turn it back on every single match.;Not Recommended;150;4.5;
;Mmmmmmnmmn vrallhala;Recommended;19;152.9;
;.;Recommended;1;23.8;
;good game;Recommended;8;1151.4;
;Fun with friends;Recommended;14;442.2;
;asdasd;Recommended;6;55.9;
;Very fun game 10/10 when you play with friends 1/10 when playing ranked(alone) and 10/10 game total;Recommended;83;119.0;
;i hate this game;Recommended;13;1062.6;
;before i played this game i was happy person.this game comes with.ChickenpoxCommon coldCOVID-19HIV/AIDSInfluenza (flu)MeaslesMeningitisMonkeypoxMononucleosisSexually transmitted infectionsTuberculosisViral hepatitisWhooping coughDengue feverLyme diseaseMalariaQ feverRabiesRocky Mountain spotted feverTularemiaWest Nile virusChlamydia.Gonorrhea.Hepatitis.Herpes.HIV/AIDS & STDs.Human Papillomavirus (HPV)Mycoplasma genitalium (Mgen)BPDtapewormj;Recommended;413;412.8;
;I hop on this game. I have fun on the first match because i just 3 stocked a half human player. Next 8 games in a row i get beaten so badly by kids who physically are wired to perfect this game and have inhuman reflexes that even light cant compete against. I then think it would be all fun and games to watch youtube and get excited only to repeat the process. as soon as i open the game. Then after i have played at least 5 hours straight to feel like I have warmed up then I feel like i could actually somewhat compete against these Cyborgs. Overall I give it a 10/10 would recommend;Recommended;470;502.4;
;bad game.;Not Recommended;8;749.4;
;72 hours to reach plat, I hate lance;Recommended;29;111.7;
;game is ♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥ hitboxes are ass balance the game u retarded devs;Not Recommended;61;19.7;
;great;Recommended;5;76.1;
;fun;Recommended;3;35.4;
;Rock man go brr;Recommended;12;21.9;
;great game;Recommended;9;2.4;
;I want BloodBorne on PC;Recommended;19;31.3;
;im in too deep to stop;Recommended;17;309.7;
;a;Recommended;1;94.5;
;Some players desperately need to take a shower and touch some grass.;Recommended;57;215.5;
;I like this game even tho it's old and i have lag issues sometimes because of the servers;Recommended;72;80.7;
;BEST GAME EVA;Recommended;11;500.2;
;this game is so bad, i keep placing last ):;Not Recommended;34;2.4;
;sucks;Not Recommended;5;92.0;
;Yuh;Recommended;3;57.8;
;this game makes me feel like a god and it makes me want to kill myself 10/10;Recommended;60;1013.9;
;just yes;Recommended;7;328.7;
;this game is good but i am so bad at it;Recommended;29;36.6;
;Playing this game is the worst decision you could make known to a mankind, so i hardly suggest you - DO NOT EVEN THINK ABOUT INSTALLING THIS GAME!!! It's not only the fact that you would be in a constant depression, but you will be lost forever, you are basically throwing your life in an endless void full of loneliness, sadness and mainly depression, so again - DON'T DO THAT TO YOURSELF! Trust me you will be thankful one day if you listen to this advice, I'm warning you!;Not Recommended;387;610.8;
;fun;Recommended;3;153.3;
;bodvar is hot;Recommended;11;218.6;
;nice 👍;Recommended;5;190.3;
;noob;Not Recommended;4;383.6;
;ummmmmmm;Recommended;8;615.2;
;peak;Recommended;4;168.8;
;BAD;Not Recommended;3;1.0;
;Good game, tilting like nothing else though..;Recommended;39;965.8;
;good;Recommended;4;25.6;
;its great;Recommended;8;542.9;
;IT MAKES ME MAD.;Recommended;13;5.0;
;Game says full screen when its full screen border-less. Can't expect much for a game if the developers can't even get their ♥♥♥♥ right. clicking off screen on accident and getting tossed around is annoying.;Not Recommended;172;38.2;
;this game legit;Recommended;13;176.4;
;don't;Recommended;5;2453.1;
;Plays like an Iphone game and sells out like one too.;Not Recommended;43;58.3;
;i want to hurt my self if i see one more loki or queen nai sig spamming;Not Recommended;55;92.5;
;This game was great. Now, its kinda getting a little money grubby and the stuff they've been adding is quite mid. I don't expect the game cosmetics to improve much anytime soon.;Recommended;146;3790.4;
;too good for my own sake;Recommended;19;2.8;
;DESTSINY;Recommended;8;17.9;
;I should not have played this game for this long. I enjoyed it generally but its too easy to rage at and too easy to rage queue. One of the most toxic communities i've seen and the game honestly isn't good enough to justify its frustration. Getting Diamond wasn't worth it.;Not Recommended;223;1296.4;
;.;Recommended;1;118.0;
;;Recommended;0;400.0;
;yup;Recommended;3;36.0;
;yes.;Recommended;4;158.3;
;Extremely good but also very gay;Recommended;27;61.5;
;Where waluigi at?;Recommended;15;0.5;
;Very fun to play in spare time and it becomes addicting very fast;Recommended;53;12.2;
;good game;Recommended;8;28.7;
;this game is good but comes at a cost of making you insane highly recommended;Recommended;63;392.4;
;goog;Recommended;4;88.0;
;maybe if you have a good friend to teach you;Recommended;35;55.2;
;Great game for any gamers like myself who love combat and fighting (i have nothing else to say sorry);Recommended;83;51.5;
;♥♥♥♥♥♥♥ gave me mental issues;Not Recommended;25;1641.7;
;I hate my life because of this game10/10;Recommended;33;185.9;
;I will leave the cat here, so that everybody who passes by canpet it and give it a thumbs up and awards, his name is Cabrón⠀ ／l、（ﾟ､ ｡ ７⠀ l、ﾞ ~ヽじしf_, )ノ;Recommended;120;21.2;
;Good;Recommended;4;11.4;
;this game is very unique and fun;Recommended;26;248.8;
;mordex+ember= red riding hood duo;Recommended;29;57.5;
;.;Not Recommended;1;0.5;
;good;Recommended;4;10.4;
;This game is basically the Fortnite of fighter games. If you wanna play as heccing jonh cena against po and rayman in a star wars stage, this game is for you (if you have the money).Also, i'm trash at this game lmao.;Recommended;175;312.3;
;PLAY THIS GAME MORE;Recommended;16;705.5;
;this game is a brick;Not Recommended;16;19.0;
;great game i love orion signature;Recommended;28;200.3;
;This game is Horrible;Not Recommended;18;71.2;
;I've played this game for two years and now I can't stop, please help I haven't seen what the outside has looked like in what feels like forever.;Recommended;118;900.6;
;esse jogo acaba com sua vida;Not Recommended;23;77.5;
;Unless you want to get angry at hispanic who do nothing but sig spam, don't download this game.;Not Recommended;78;197.0;
;NO CHEESE I HATE THIS GAME I WILL KILL YOU IF YOU FRICKEN PLAY THIS I WILL COME TO YOUR HOUSE AND STEAL ALL OF YOUR CHEESEE;Recommended;97;1.8;
;THIS GAME ♥♥♥♥♥♥♥ SUCKS ALL THAT PEOPLE DO IS JUST ♥♥♥♥♥♥♥ SPAM OVERPOWERED ♥♥♥♥♥♥♥♥ CHARACTERS, WHEN YOU DODGE U DONT DODGE BUT WHEN EVERYONE ELSE ♥♥♥♥♥♥♥ DODGES THEY CAN I KNOW THIS ISNT A ♥♥♥♥♥♥♥ SKILL ISSUE AND THIS GAME SHOULD GET TOOKEN OFF OF ♥♥♥♥♥♥♥ STEAM. THIS GAME IS SSUPER ♥♥♥♥♥♥♥ ♥♥♥♥;Not Recommended;245;1341.2;
;Good and balanced !;Recommended;16;52.3;
;41;Not Recommended;2;151.3;
;YES BRO ISTG GAMES SO GOPOOODD;Recommended;25;185.3;
;Fun für zwischendurch;Recommended;19;6.5;
;דגשדג;Recommended;5;61.6;
;YEE;Recommended;3;138.7;
;ye;Recommended;2;66.1;
;great;Recommended;5;310.2;
;⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄;Recommended;308;6.4;
;This game is great. Multiversus just came out, but it's sadly not as good as it was in beta. This is my most played game.The issue is with the community, and how you react to them. I have a lot of fun but I can't help but complain or get angry due to my horrible mindset.I recommend this game only to fighting game players with a good mindset.;Recommended;276;113.7;
;F;Not Recommended;1;4.4;
;it was good game;Recommended;13;17.2;
;;Not Recommended;0;398.9;
;what a ♥♥♥♥ game, awful, i hate it;Not Recommended;27;5.0;
;Great Game if you hate yourself;Not Recommended;26;35.9;
;kills time;Recommended;9;1.0;
;It's brawlin' time.;Recommended;17;4.1;
;pew pew;Recommended;6;15.5;
;very fun, high skill ceiling;Recommended;24;18.6;
;As an experienced gamer, I highly recommend not playing this game.Compared to many years ago, the community has gotten a lot worse, to the point of making people quit the game.A high level of toxicity and gratuitous insults characterize this game which is now ruined by an audience of people who are too young or frustrated.As for the game and its mechanics, these have also gotten a lot worse over time.The hitboxes are completely out of phase and the attacks often drop the opponent, often causing a free punish from the latter.In conclusion, do yourself a favor and look for another game. Not worth your time;Not Recommended;506;9341.2;
;Please re-release Rocksmith 2014 or I'll downvote every Ubisoft game!;Not Recommended;60;0.4;
;its a really fun so fun that you'll shout racial slurs;Recommended;44;91.4;
;cool;Recommended;4;19.1;
;gf;Not Recommended;2;3.2;
;ewr;Recommended;3;77.2;
;.;Not Recommended;1;18.9;
;Cool!;Recommended;5;117.4;
;Cancer;Recommended;6;60.9;
;in love;Recommended;6;169.3;
;this game ♥♥♥♥♥♥♥ sucks;Not Recommended;20;116.2;
;Best game ever. Not rage inducing ar all very fun game.;Recommended;45;31.9;
;this game is trash after more 40 hours still trash;Not Recommended;41;868.2;
;Nice game.;Recommended;9;3.1;
;Now I can bully my friends!!;Recommended;23;627.4;
;Average Smash Bros type fighting game, but pretty enjoyable;Recommended;51;155.6;
;I hate this game so much;Recommended;19;552.2;
;knock off ssbu over all pretty good;Recommended;29;2.8;
;Still not diamond;Recommended;15;933.4;
;Better than multiversus;Recommended;21;485.1;
;good;Recommended;4;23.3;
;best game;Recommended;8;34.7;
;i love it <3 i have 1000 hours on the game! ( on playstation );Recommended;48;38.4;
;I wouldn't get into this game, because once you start reaching a certain point (like high gold onwards to plat) the playstyle that is encouraged is EXTREMELY passive. A lot of playing keep away from your opponents, and players often will let you chase them around the map for a long time and wait to punish you as you get frustrated.That is strategy, and would be fine if it didn't rubberband relatively frequently, despite my flawless internet connection and proximity to Brawlhalla servers. For some reason, some maps lag incredibly hard. I've noticed that this game doesn't run well on an M2 air as well, which is absolutely nuts.I got to mid-gold in spite of these issues. Unfortunately, I've come to realize that the game isn't really worth playing in this state.;Not Recommended;637;61.3;
;Welcome to brawlhalla!;Recommended;20;109.2;
;BALLS-halla;Recommended;11;271.4;
;it's unique;Recommended;10;55.1;
;=pt;Recommended;3;11.2;
;meh;Recommended;3;9.6;
;861hours;Recommended;8;883.2;
;if your sanity can handly it which i cant sure give it a try as a plat player get use to sig spammers and people who u almost beat that got lucky doing thumbs down and dont wanna rematch cause there wuss games fun but passive play arises anger most of the time;Recommended;208;847.4;
;I like;Recommended;5;16.1;
;Oldie but a goodie;Recommended;15;401.2;
;ass;Not Recommended;3;166.6;
;Laughably uninteresting;Not Recommended;22;310.4;
;BEST PLATFORM ONLINE GAME YOU COULD EVER ASK FOR;Recommended;40;1995.2;
;Never taunt too soon;Recommended;17;26.8;
;brawl halla worth less then chess!;Recommended;29;151.1;
;guza;Recommended;4;1.3;
;iT'S sUPER sMASH bROS!;Recommended;19;17.1;
;fun;Recommended;3;697.0;
;good;Recommended;4;324.9;
;you need to tran a lot bit it is fun win you win;Recommended;36;13.1;
;trash;Not Recommended;5;702.6;
;:);Recommended;2;143.8;
;its a game;Recommended;8;85.7;
;It is fun and has a lot of characters to play as!;Recommended;38;16.0;
;topzinho;Recommended;8;2340.2;
;Good fighting game;Recommended;16;19.8;
;Peak fighting game;Recommended;16;130.3;
;Very fun, this is what multiversus should have been. Only problem i have with the game is the rocket lance. It takes no skill and easy to spam with, which is exactly what 95% of the people with a lance do.;Recommended;165;49.6;
;gim keren sangat ramah dan friendly;Recommended;30;314.0;
;skiii yeeee;Recommended;10;47.7;
;i hate this game;Recommended;13;269.3;
;good game;Recommended;8;72.4;
;Its a struggle but hella fun;Recommended;23;533.7;
;Play this game if you want aids.;Not Recommended;26;29.6;
;first non-skillbased fighter ive ever played;Not Recommended;39;23.5;
;i love it;Recommended;7;86.8;
;multiverse us way much better. this game has no skilled base matchmaking so you play against the demons while you just got the game.;Not Recommended;109;0.6;
;every day that I open this game my mental health declines. The only time that I enjoy my time spent on this game is when I close it.its a great game, I love it;Recommended;126;3667.7;
;fffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuunnnnnnnnnnnnnnn!!!!!!!!!!!!!!!!!!!!!!!;Recommended;80;27.2;
;GG;Recommended;2;535.9;
;:Bruh:;Recommended;6;1497.6;
;noice;Recommended;5;16.5;
;very nice;Recommended;8;110.9;
;;Not Recommended;0;986.9;
;coo game;Recommended;7;70.1;
;ASD;Recommended;3;107.1;
;Nobody will see this so I Will Eat 1 Tablespoon of ketchup For Every award this gets;Recommended;68;6.3;
;Best game of all time!;Recommended;18;36.1;
;Game is not fun but Im addicted;Recommended;25;851.6;
;It's a cool game, it has it's issues, but that's basically every multiplayer game ever.;Recommended;73;514.9;
;this game is cancer dont play it;Not Recommended;26;421.7;
;Good but mf characters are expensive and Lucas is a sweat.;Recommended;48;67.8;
;i want the bomb catch achievement... and death because of it :);Not Recommended;52;74.2;
;good gam;Recommended;7;24.5;
;spunchbob;Recommended;9;30.0;
;lOVE THIS GAME 10/10 AND FREE;Recommended;24;418.2;
;i ahve cancer and brian tumor;Not Recommended;24;1035.2;
